person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,previous_loan_defaults_on_file,years_to_pay,loan_amount,monthly_payment
22.0,female,Associate,24885.0,3,RENT,MEDICAL,11.01,0.32,4.0,No,31,328500,883
24.0,female,High School,24712.0,2,RENT,EDUCATION,10.99,0.32,4.0,No,31,338500,909
21.0,male,Associate,24837.0,3,RENT,MEDICAL,12.21,0.32,4.0,No,33,347500,877
24.0,female,Associate,25576.0,4,RENT,MEDICAL,12.41,0.31,4.0,No,30,313500,870
23.0,female,High School,64623.0,0,MORTGAGE,DEBTCONSOLIDATION,10.65,0.09,3.0,No,31,323500,869
22.0,male,Master,26299.0,0,RENT,EDUCATION,16.77,0.3,2.0,No,32,335000,872
25.0,male,Associate,64838.0,3,MORTGAGE,MEDICAL,11.01,0.16,4.0,No,28,292000,869
22.0,male,Bachelor,26946.0,0,RENT,MEDICAL,11.49,0.3,3.0,No,29,298500,857
24.0,female,Associate,64745.0,0,MORTGAGE,MEDICAL,15.62,0.08,4.0,No,31,332000,892
21.0,female,Bachelor,64574.0,0,MORTGAGE,PERSONAL,7.49,0.22,2.0,No,31,324000,870
25.0,male,Master,27236.0,6,RENT,HOMEIMPROVEMENT,13.98,0.29,2.0,No,28,298500,888
24.0,male,High School,27589.0,1,RENT,EDUCATION,13.23,0.29,2.0,No,27,275000,848
22.0,female,Bachelor,64462.0,1,MORTGAGE,EDUCATION,13.8,0.39,3.0,No,30,315500,876
24.0,male,Bachelor,28361.0,3,RENT,HOMEIMPROVEMENT,13.49,0.28,4.0,No,30,312000,866
25.0,female,Associate,28155.0,3,RENT,HOMEIMPROVEMENT,14.46,0.28,2.0,No,27,282500,871
23.0,female,Master,28791.0,4,RENT,DEBTCONSOLIDATION,11.01,0.28,4.0,No,30,315000,875
22.0,male,Associate,28812.0,2,RENT,MEDICAL,8.59,0.28,2.0,No,31,325000,873
22.0,male,High School,30090.0,2,RENT,EDUCATION,11.01,0.27,2.0,No,27,262000,808
23.0,male,Bachelor,29592.0,5,RENT,PERSONAL,7.29,0.27,2.0,No,30,309500,859
26.0,female,High School,30931.0,2,RENT,MEDICAL,11.71,0.26,4.0,No,30,326000,905
25.0,female,Associate,30664.0,4,RENT,HOMEIMPROVEMENT,12.42,0.26,3.0,No,29,311000,893
22.0,male,High School,31069.0,0,RENT,VENTURE,10.74,0.26,4.0,No,32,335000,872
23.0,male,Bachelor,31187.0,1,RENT,PERSONAL,13.61,0.26,4.0,No,28,288500,858
22.0,male,High School,30897.0,1,RENT,EDUCATION,11.36,0.26,2.0,No,30,309000,858
23.0,male,High School,31019.0,0,RENT,DEBTCONSOLIDATION,12.73,0.26,4.0,No,29,302500,869
22.0,female,Associate,32047.0,4,RENT,EDUCATION,11.99,0.25,4.0,No,32,336000,875
25.0,male,Bachelor,32195.0,1,RENT,MEDICAL,12.87,0.25,4.0,No,26,260000,833
23.0,female,Bachelor,34577.0,1,RENT,HOMEIMPROVEMENT,17.58,0.23,4.0,No,31,323500,869
21.0,male,Bachelor,34819.0,0,RENT,EDUCATION,10.99,0.23,2.0,No,31,323500,869
22.0,male,High School,65733.0,1,MORTGAGE,DEBTCONSOLIDATION,19.42,0.13,2.0,No,29,291500,837
26.0,male,Bachelor,65654.0,1,MORTGAGE,VENTURE,14.79,0.13,3.0,No,30,321500,893
23.0,female,High School,65651.0,1,MORTGAGE,EDUCATION,16.63,0.23,2.0,No,29,304000,873
26.0,female,Associate,37153.0,3,RENT,EDUCATION,9.91,0.22,2.0,No,29,308000,885
26.0,male,High School,65969.0,7,MORTGAGE,HOMEIMPROVEMENT,12.69,0.05,4.0,No,31,342000,919
22.0,male,Associate,37252.0,0,RENT,VENTURE,11.01,0.21,3.0,No,28,276500,822
26.0,male,Bachelor,37824.0,0,RENT,HOMEIMPROVEMENT,14.27,0.21,3.0,No,30,326500,906
23.0,female,Bachelor,65683.0,0,MORTGAGE,EDUCATION,12.42,0.32,2.0,No,29,300000,862
24.0,male,Master,65636.0,0,MORTGAGE,HOMEIMPROVEMENT,14.65,0.1,2.0,No,31,329500,885
22.0,male,High School,41730.0,0,RENT,DEBTCONSOLIDATION,10.51,0.19,3.0,No,28,278000,827
24.0,female,Master,35866.0,0,RENT,HOMEIMPROVEMENT,12.42,0.22,2.0,No,30,314000,872
23.0,female,Associate,35653.0,1,RENT,VENTURE,18.3,0.22,2.0,No,29,301000,864
23.0,female,Bachelor,35960.0,4,RENT,EDUCATION,12.73,0.22,3.0,No,27,260500,804
22.0,male,Bachelor,36130.0,0,RENT,DEBTCONSOLIDATION,14.42,0.22,4.0,No,30,303500,843
26.0,male,Associate,37128.0,1,RENT,HOMEIMPROVEMENT,11.01,0.22,3.0,No,30,329000,913
22.0,male,Master,36924.0,0,RENT,DEBTCONSOLIDATION,11.11,0.22,3.0,No,32,342000,890
21.0,female,Bachelor,37072.0,0,RENT,VENTURE,16.45,0.22,2.0,No,32,338500,881
22.0,male,Master,38168.0,0,RENT,EDUCATION,7.14,0.21,4.0,No,31,323500,869
25.0,female,Associate,38364.0,5,RENT,MEDICAL,11.01,0.21,3.0,No,31,339000,911
22.0,female,Associate,38470.0,1,RENT,PERSONAL,14.3,0.21,3.0,No,31,328000,881
24.0,male,Bachelor,65535.0,0,MORTGAGE,DEBTCONSOLIDATION,5.42,0.02,3.0,No,29,310500,892
26.0,male,Bachelor,66266.0,7,MORTGAGE,EDUCATION,5.42,0.13,3.0,No,26,268000,858
23.0,female,Bachelor,40145.0,0,RENT,DEBTCONSOLIDATION,18.43,0.2,3.0,No,29,295000,847
23.0,female,Associate,66068.0,1,MORTGAGE,VENTURE,15.62,0.06,3.0,No,31,339500,912
26.0,male,Associate,65489.0,1,MORTGAGE,DEBTCONSOLIDATION,11.49,0.07,2.0,No,28,301000,895
23.0,male,High School,41961.0,0,RENT,PERSONAL,10.95,0.19,3.0,No,26,255500,818
24.0,male,High School,41555.0,6,RENT,VENTURE,16.49,0.19,3.0,No,29,311000,893
23.0,male,Bachelor,65862.0,1,MORTGAGE,MEDICAL,13.99,0.08,3.0,No,31,327000,879
21.0,female,Bachelor,42775.0,0,RENT,PERSONAL,19.79,0.19,4.0,No,30,297500,826
26.0,female,Master,43327.0,3,RENT,DEBTCONSOLIDATION,15.31,0.18,2.0,No,29,317000,910
26.0,male,Associate,65984.0,4,MORTGAGE,MEDICAL,15.62,0.08,4.0,No,29,316500,909
23.0,male,High School,44246.0,0,RENT,MEDICAL,7.51,0.18,2.0,No,28,282000,839
24.0,female,High School,43833.0,5,RENT,PERSONAL,12.12,0.18,4.0,No,31,329000,884
25.0,male,High School,66081.0,0,MORTGAGE,DEBTCONSOLIDATION,16.89,0.15,2.0,No,30,319000,886
24.0,male,Master,44099.0,0,RENT,PERSONAL,15.28,0.18,3.0,No,30,317500,881
25.0,male,High School,44036.0,3,RENT,PERSONAL,12.73,0.18,2.0,No,28,292500,870
24.0,male,Associate,44116.0,2,RENT,VENTURE,14.96,0.18,2.0,No,31,341500,918
24.0,male,High School,45531.0,4,RENT,PERSONAL,10.65,0.18,4.0,No,28,279500,831
22.0,female,High School,66225.0,0,MORTGAGE,DEBTCONSOLIDATION,11.01,0.09,3.0,No,30,314500,873
25.0,male,Master,66028.0,5,MORTGAGE,EDUCATION,17.49,0.18,4.0,No,26,259500,831
23.0,male,Associate,47887.0,0,RENT,DEBTCONSOLIDATION,16.49,0.17,3.0,No,30,310000,861
24.0,male,Associate,47482.0,1,RENT,DEBTCONSOLIDATION,11.01,0.17,2.0,No,32,350000,911
23.0,male,High School,48041.0,2,RENT,HOMEIMPROVEMENT,11.36,0.17,3.0,No,27,256000,790
25.0,female,Associate,48108.0,2,RENT,PERSONAL,11.34,0.17,2.0,No,30,323000,897
24.0,male,Associate,49329.0,0,RENT,EDUCATION,9.88,0.16,2.0,No,31,341000,916
21.0,female,Associate,50266.0,0,RENT,DEBTCONSOLIDATION,9.91,0.16,4.0,No,31,323500,869
24.0,male,High School,51033.0,1,RENT,MEDICAL,16.29,0.16,4.0,No,29,307500,883
23.0,female,Associate,51299.0,0,RENT,HOMEIMPROVEMENT,15.58,0.16,2.0,No,31,325000,873
21.0,female,Associate,53736.0,2,RENT,VENTURE,16.29,0.15,3.0,No,32,340000,885
23.0,male,Associate,53888.0,4,RENT,EDUCATION,13.49,0.15,2.0,No,30,318500,884
21.0,female,Bachelor,53767.0,0,RENT,EDUCATION,15.21,0.15,2.0,No,32,333000,867
25.0,female,Associate,53712.0,3,RENT,MEDICAL,12.92,0.15,4.0,No,27,272500,841
26.0,female,Associate,55890.0,2,RENT,PERSONAL,14.42,0.14,2.0,No,30,330500,918
23.0,female,Associate,56686.0,0,RENT,EDUCATION,11.86,0.14,3.0,No,30,314000,872
24.0,male,Bachelor,56965.0,3,RENT,HOMEIMPROVEMENT,15.23,0.14,2.0,No,29,303000,870
23.0,female,Bachelor,58464.0,1,RENT,DEBTCONSOLIDATION,15.58,0.14,2.0,No,32,344000,895
23.0,female,Master,65380.0,1,MORTGAGE,DEBTCONSOLIDATION,16.45,0.15,3.0,No,30,318000,883
22.0,female,High School,59603.0,0,RENT,PERSONAL,14.96,0.13,2.0,No,29,285000,818
23.0,male,High School,65570.0,0,MORTGAGE,MEDICAL,15.58,0.11,2.0,No,30,312500,868
23.0,female,High School,65821.0,3,MORTGAGE,EDUCATION,10.38,0.12,4.0,No,24,215500,748
26.0,male,Associate,65823.0,6,MORTGAGE,HOMEIMPROVEMENT,13.98,0.09,3.0,No,26,264000,846
22.0,male,High School,60073.0,0,RENT,EDUCATION,6.91,0.13,2.0,No,30,310000,861
23.0,female,Bachelor,59488.0,0,RENT,HOMEIMPROVEMENT,13.17,0.13,4.0,No,28,275500,819
23.0,male,Bachelor,61052.0,0,RENT,DEBTCONSOLIDATION,16.02,0.13,3.0,No,29,304000,873
22.0,female,High School,66016.0,0,MORTGAGE,HOMEIMPROVEMENT,7.51,0.24,2.0,No,31,332500,893
24.0,female,Associate,63192.0,4,RENT,EDUCATION,13.99,0.13,2.0,No,30,313000,869
22.0,male,Bachelor,63490.0,2,RENT,VENTURE,15.58,0.13,3.0,No,29,284500,817
26.0,male,Associate,65744.0,2,MORTGAGE,MEDICAL,11.01,0.15,3.0,No,27,281000,867
25.0,male,High School,65854.0,6,RENT,HOMEIMPROVEMENT,9.91,0.12,2.0,No,31,338500,909
25.0,male,Master,65672.0,1,RENT,HOMEIMPROVEMENT,11.49,0.12,4.0,No,31,349500,939
22.0,male,Master,66050.0,0,RENT,EDUCATION,13.48,0.12,3.0,No,29,288500,829
25.0,male,Master,65821.0,3,MORTGAGE,DEBTCONSOLIDATION,14.59,0.13,2.0,No,31,338500,909
23.0,female,Bachelor,66530.0,0,RENT,PERSONAL,10.65,0.12,4.0,No,28,274000,815
25.0,male,Master,65643.0,2,MORTGAGE,DEBTCONSOLIDATION,12.73,0.18,4.0,No,30,316500,879
22.0,female,Associate,66792.0,4,RENT,PERSONAL,15.31,0.12,4.0,No,31,327500,880
24.0,female,Bachelor,66984.0,2,RENT,HOMEIMPROVEMENT,14.61,0.12,2.0,No,31,331000,889
26.0,male,Associate,67830.0,1,RENT,HOMEIMPROVEMENT,13.49,0.12,4.0,No,27,283500,875
21.0,female,High School,56319.0,0,RENT,VENTURE,17.27,0.09,4.0,No,31,326500,877
23.0,female,Master,66328.0,1,MORTGAGE,DEBTCONSOLIDATION,14.96,0.08,2.0,No,29,305500,877
24.0,female,Master,66107.0,0,RENT,PERSONAL,10.37,0.08,3.0,No,32,347500,904
22.0,male,Bachelor,65859.0,1,MORTGAGE,HOMEIMPROVEMENT,13.48,0.18,2.0,No,31,322500,866
23.0,female,Associate,18809.0,3,RENT,DEBTCONSOLIDATION,12.18,0.28,2.0,No,29,296500,852
25.0,female,Bachelor,26089.0,5,RENT,DEBTCONSOLIDATION,12.53,0.2,2.0,No,31,338000,908
21.0,female,Master,65983.0,0,RENT,DEBTCONSOLIDATION,5.99,0.08,4.0,No,29,291000,836
26.0,male,Master,41830.0,3,RENT,MEDICAL,16.89,0.12,4.0,No,28,301000,895
21.0,male,Associate,12652.0,0,RENT,PERSONAL,12.17,0.4,2.0,No,28,272000,809
24.0,male,Associate,13888.0,0,RENT,HOMEIMPROVEMENT,7.88,0.36,3.0,No,32,345500,899
24.0,male,Associate,13987.0,3,RENT,VENTURE,7.88,0.36,2.0,No,30,319000,886
21.0,female,Associate,15480.0,0,RENT,VENTURE,11.49,0.32,2.0,No,31,321000,862
26.0,female,Bachelor,15581.0,5,RENT,VENTURE,6.92,0.32,4.0,No,26,270000,865
21.0,female,Associate,16248.0,1,RENT,VENTURE,10.75,0.31,4.0,No,30,303000,841
24.0,female,Associate,16559.0,3,RENT,DEBTCONSOLIDATION,8.0,0.3,2.0,No,29,298000,856
21.0,male,Associate,18550.0,0,RENT,VENTURE,13.72,0.27,4.0,No,30,301500,837
23.0,male,Associate,18191.0,2,RENT,VENTURE,6.91,0.27,3.0,No,32,342000,890
22.0,male,High School,19094.0,0,RENT,VENTURE,11.01,0.26,4.0,No,29,289500,831
22.0,female,Associate,65687.0,0,MORTGAGE,HOMEIMPROVEMENT,14.61,0.15,4.0,No,31,329000,884
26.0,female,Bachelor,19487.0,0,RENT,DEBTCONSOLIDATION,5.99,0.26,3.0,No,29,311000,893
22.0,female,Master,65707.0,0,MORTGAGE,DEBTCONSOLIDATION,11.01,0.35,2.0,No,28,279500,831
25.0,male,Associate,19708.0,3,RENT,MEDICAL,10.75,0.25,3.0,No,26,263500,844
26.0,female,High School,20249.0,5,RENT,PERSONAL,11.58,0.25,3.0,No,27,273500,844
22.0,female,Bachelor,20379.0,0,RENT,DEBTCONSOLIDATION,12.53,0.25,2.0,No,31,321000,862
26.0,male,Bachelor,21063.0,5,RENT,EDUCATION,11.01,0.24,4.0,No,29,319000,916
24.0,female,Associate,20891.0,0,RENT,EDUCATION,14.22,0.24,4.0,No,30,321000,891
22.0,male,Bachelor,66050.0,0,MORTGAGE,EDUCATION,11.14,0.06,3.0,No,29,294000,844
25.0,female,Associate,65648.0,0,MORTGAGE,DEBTCONSOLIDATION,12.53,0.18,4.0,No,27,282500,871
23.0,female,High School,21210.0,0,RENT,MEDICAL,6.54,0.24,2.0,No,30,319500,887
21.0,male,High School,21790.0,0,RENT,DEBTCONSOLIDATION,10.37,0.23,3.0,No,31,317500,853
22.0,male,Associate,22508.0,0,RENT,HOMEIMPROVEMENT,9.62,0.22,4.0,No,32,340000,885
23.0,male,Bachelor,22726.0,0,RENT,EDUCATION,8.59,0.22,4.0,No,32,345000,898
21.0,male,High School,23298.0,0,RENT,EDUCATION,12.92,0.21,3.0,No,32,330500,860
23.0,female,Associate,23383.0,0,RENT,DEBTCONSOLIDATION,16.32,0.21,3.0,No,31,333000,895
21.0,female,Associate,23642.0,0,RENT,VENTURE,8.49,0.21,4.0,No,31,318500,856
25.0,male,High School,24003.0,0,RENT,VENTURE,10.99,0.21,3.0,No,27,270500,834
24.0,male,Associate,24149.0,0,RENT,DEBTCONSOLIDATION,11.01,0.21,3.0,No,31,341500,918
25.0,male,High School,24035.0,0,RENT,HOMEIMPROVEMENT,9.62,0.21,2.0,No,26,265000,849
25.0,female,Bachelor,24859.0,2,RENT,DEBTCONSOLIDATION,13.49,0.2,4.0,No,27,266000,820
21.0,female,Bachelor,25106.0,0,RENT,MEDICAL,11.01,0.2,3.0,No,31,318000,854
24.0,male,Bachelor,65957.0,2,MORTGAGE,VENTURE,14.42,0.02,2.0,No,31,343000,922
21.0,male,Associate,26071.0,0,RENT,MEDICAL,20.0,0.19,2.0,No,29,293000,841
24.0,female,Master,65475.0,2,MORTGAGE,MEDICAL,9.63,0.15,2.0,No,30,325000,902
23.0,female,Associate,65955.0,2,OTHER,HOMEIMPROVEMENT,16.32,0.24,3.0,No,27,256000,790
24.0,male,Bachelor,26000.0,3,RENT,PERSONAL,11.71,0.19,2.0,No,30,328000,911
25.0,female,Associate,26770.0,1,RENT,VENTURE,17.58,0.19,3.0,No,30,321500,893
23.0,male,Associate,26705.0,0,RENT,PERSONAL,13.06,0.19,4.0,No,29,305500,877
26.0,male,Bachelor,65556.0,2,MORTGAGE,DEBTCONSOLIDATION,11.89,0.12,2.0,No,31,354000,951
25.0,male,Associate,27630.0,4,RENT,PERSONAL,16.32,0.18,3.0,No,28,283000,842
24.0,male,High School,28252.0,2,RENT,HOMEIMPROVEMENT,13.06,0.18,3.0,No,27,262500,810
23.0,male,High School,30056.0,0,RENT,HOMEIMPROVEMENT,14.27,0.17,2.0,No,28,289000,860
23.0,male,High School,65892.0,0,MORTGAGE,MEDICAL,11.03,0.11,3.0,No,31,329000,884
21.0,male,Bachelor,29477.0,0,RENT,HOMEIMPROVEMENT,11.01,0.17,2.0,No,31,325000,873
21.0,male,High School,30890.0,0,RENT,DEBTCONSOLIDATION,11.01,0.16,3.0,No,28,264000,785
21.0,male,Associate,30739.0,0,RENT,EDUCATION,16.45,0.16,4.0,No,31,321500,864
22.0,female,Associate,31071.0,3,RENT,MEDICAL,11.01,0.16,3.0,No,32,342500,891
24.0,female,Bachelor,66684.0,1,MORTGAGE,MEDICAL,11.66,0.14,3.0,No,32,348500,907
24.0,male,Master,66492.0,3,MORTGAGE,MEDICAL,17.49,0.12,4.0,No,28,292500,870
24.0,male,Bachelor,30868.0,3,RENT,DEBTCONSOLIDATION,8.94,0.16,2.0,No,29,306500,880
21.0,male,Associate,31100.0,0,RENT,DEBTCONSOLIDATION,12.86,0.16,2.0,No,31,321000,862
25.0,female,Master,67046.0,6,MORTGAGE,MEDICAL,16.77,0.13,2.0,No,28,290000,863
23.0,male,Bachelor,33431.0,0,RENT,MEDICAL,16.77,0.15,2.0,No,32,345500,899
24.0,male,Master,67046.0,0,MORTGAGE,EDUCATION,11.99,0.09,2.0,No,29,310500,892
22.0,male,Associate,33503.0,0,RENT,VENTURE,11.01,0.15,2.0,No,31,323500,869
25.0,female,Master,33578.0,3,RENT,DEBTCONSOLIDATION,7.9,0.15,2.0,No,29,307500,883
24.0,female,High School,34083.0,2,RENT,PERSONAL,15.07,0.15,4.0,No,31,340000,913
26.0,male,Bachelor,67287.0,8,MORTGAGE,DEBTCONSOLIDATION,7.51,0.15,3.0,No,29,319500,918
23.0,female,Bachelor,67050.0,1,MORTGAGE,DEBTCONSOLIDATION,15.33,0.15,2.0,No,28,281500,837
24.0,male,Bachelor,67086.0,2,MORTGAGE,HOMEIMPROVEMENT,7.14,0.1,3.0,No,28,290500,864
24.0,male,High School,68734.0,1,RENT,MEDICAL,14.96,0.12,2.0,No,29,298500,857
23.0,female,Master,67426.0,2,MORTGAGE,PERSONAL,15.68,0.23,2.0,No,30,307000,852
24.0,female,Bachelor,67375.0,4,MORTGAGE,MEDICAL,14.42,0.09,2.0,No,29,305000,876
22.0,male,Bachelor,67140.0,1,MORTGAGE,HOMEIMPROVEMENT,11.01,0.11,4.0,No,30,311000,863
24.0,male,High School,67122.0,2,MORTGAGE,EDUCATION,10.78,0.14,4.0,No,29,297500,854
23.0,male,High School,67437.0,0,MORTGAGE,PERSONAL,19.04,0.37,4.0,No,31,323500,869
21.0,female,Bachelor,67517.0,0,MORTGAGE,HOMEIMPROVEMENT,14.27,0.07,4.0,No,32,339500,884
23.0,female,Bachelor,67545.0,0,MORTGAGE,MEDICAL,14.61,0.08,2.0,No,32,341000,888
25.0,male,Associate,77723.0,3,RENT,DEBTCONSOLIDATION,15.28,0.1,4.0,No,29,304000,873
22.0,male,High School,78170.0,1,RENT,PERSONAL,14.84,0.1,2.0,No,30,302500,840
22.0,female,Associate,80607.0,0,RENT,HOMEIMPROVEMENT,14.65,0.1,4.0,No,31,329500,885
25.0,male,High School,83680.0,4,RENT,HOMEIMPROVEMENT,13.99,0.1,2.0,No,30,329500,915
23.0,female,Master,68355.0,0,MORTGAGE,VENTURE,14.54,0.12,2.0,No,31,337000,905
25.0,female,Associate,89651.0,2,RENT,HOMEIMPROVEMENT,7.29,0.09,3.0,No,29,311000,893
26.0,male,Bachelor,92187.0,3,RENT,HOMEIMPROVEMENT,13.48,0.09,4.0,No,26,266000,852
25.0,female,High School,68038.0,4,MORTGAGE,HOMEIMPROVEMENT,11.49,0.03,3.0,No,28,292500,870
24.0,male,Bachelor,68433.0,5,MORTGAGE,VENTURE,14.35,0.15,4.0,No,30,313500,870
22.0,male,Master,80763.0,0,RENT,MEDICAL,18.39,0.1,4.0,No,32,346500,902
21.0,male,Bachelor,68008.0,0,MORTGAGE,EDUCATION,10.25,0.26,2.0,No,31,319500,858
23.0,male,Bachelor,92670.0,2,RENT,DEBTCONSOLIDATION,14.26,0.09,4.0,No,29,305000,876
22.0,male,Master,68311.0,1,MORTGAGE,MEDICAL,16.0,0.22,4.0,No,29,288000,827
26.0,male,Bachelor,101960.0,2,RENT,HOMEIMPROVEMENT,12.61,0.08,4.0,No,29,317000,910
25.0,female,Bachelor,68264.0,1,MORTGAGE,DEBTCONSOLIDATION,11.71,0.12,3.0,No,29,301500,866
25.0,male,Bachelor,101680.0,1,RENT,VENTURE,16.45,0.08,2.0,No,29,312000,896
24.0,female,Associate,67966.0,2,MORTGAGE,DEBTCONSOLIDATION,10.0,0.09,3.0,No,29,303500,872
23.0,female,Associate,68223.0,1,MORTGAGE,PERSONAL,11.26,0.22,2.0,No,29,303500,872
23.0,female,Associate,108167.0,1,RENT,DEBTCONSOLIDATION,14.74,0.07,3.0,No,28,276000,821
26.0,male,Master,98825.0,1,RENT,MEDICAL,16.29,0.08,3.0,No,28,302000,898
22.0,female,Bachelor,68400.0,0,MORTGAGE,DEBTCONSOLIDATION,16.29,0.18,2.0,No,32,338000,880
22.0,male,Associate,130229.0,0,RENT,PERSONAL,16.29,0.06,2.0,No,30,305500,848
25.0,male,High School,130905.0,1,RENT,DEBTCONSOLIDATION,16.77,0.06,3.0,No,30,333000,925
22.0,male,Bachelor,68850.0,1,MORTGAGE,EDUCATION,14.91,0.12,2.0,No,31,333500,896
22.0,male,Associate,68235.0,1,MORTGAGE,PERSONAL,16.4,0.37,3.0,No,30,316000,877
24.0,male,High School,158984.0,3,RENT,DEBTCONSOLIDATION,15.99,0.05,2.0,No,29,305000,876
26.0,female,Bachelor,221574.0,4,RENT,PERSONAL,15.62,0.04,4.0,No,27,272500,841
22.0,male,Master,36987.0,0,RENT,EDUCATION,12.69,0.22,2.0,No,32,337000,877
21.0,male,Associate,30619.0,0,RENT,EDUCATION,7.9,0.27,3.0,No,32,331000,861
24.0,female,Bachelor,73814.0,0,RENT,DEBTCONSOLIDATION,17.27,0.11,3.0,No,30,318500,884
21.0,female,High School,31128.0,0,RENT,EDUCATION,7.49,0.27,4.0,No,27,257000,793
25.0,male,Bachelor,85051.0,4,RENT,EDUCATION,13.61,0.1,4.0,No,31,340500,915
23.0,female,High School,32326.0,0,RENT,EDUCATION,9.99,0.26,4.0,No,31,339000,911
25.0,female,Associate,37091.0,5,RENT,HOMEIMPROVEMENT,8.9,0.22,3.0,No,28,295000,877
22.0,female,Master,69272.0,0,MORTGAGE,VENTURE,14.59,0.14,2.0,No,29,295500,849
24.0,male,Master,69315.0,3,OWN,DEBTCONSOLIDATION,16.4,0.22,4.0,No,32,347500,904
21.0,male,Bachelor,39609.0,0,RENT,DEBTCONSOLIDATION,16.77,0.21,4.0,No,30,310500,862
23.0,female,High School,37277.0,0,RENT,EDUCATION,11.01,0.23,3.0,No,29,299500,860
26.0,female,Associate,43529.0,4,RENT,DEBTCONSOLIDATION,17.27,0.19,4.0,No,31,342500,920
23.0,female,High School,47971.0,1,RENT,PERSONAL,13.79,0.18,2.0,No,28,287000,854
26.0,male,High School,53808.0,3,RENT,MEDICAL,14.5,0.16,3.0,No,29,305500,877
23.0,male,High School,56709.0,2,RENT,MEDICAL,16.89,0.15,3.0,No,30,311500,865
26.0,male,High School,59862.0,4,RENT,VENTURE,18.25,0.14,4.0,No,30,324500,901
24.0,male,Associate,69465.0,2,MORTGAGE,MEDICAL,13.04,0.09,4.0,No,30,317500,881
23.0,male,High School,73967.0,0,RENT,PERSONAL,14.84,0.11,2.0,No,30,313500,870
23.0,male,High School,121749.0,2,RENT,MEDICAL,14.84,0.07,2.0,No,29,300000,862
26.0,male,Bachelor,22670.0,2,RENT,DEBTCONSOLIDATION,14.27,0.37,3.0,No,31,339000,911
23.0,female,Bachelor,22364.0,0,RENT,HOMEIMPROVEMENT,11.01,0.38,3.0,No,30,322000,894
25.0,male,Bachelor,22772.0,2,RENT,VENTURE,10.28,0.37,2.0,No,28,290000,863
26.0,female,High School,23885.0,2,RENT,DEBTCONSOLIDATION,9.99,0.36,2.0,No,29,318500,915
24.0,male,Associate,69920.0,0,MORTGAGE,MEDICAL,15.58,0.14,2.0,No,29,308000,885
26.0,male,Master,44244.0,6,RENT,MEDICAL,10.25,0.19,2.0,No,28,288000,857
25.0,female,Master,39389.0,3,RENT,DEBTCONSOLIDATION,15.62,0.22,2.0,No,31,349000,938
23.0,female,Associate,70673.0,0,MORTGAGE,PERSONAL,11.01,0.23,4.0,No,31,328000,881
26.0,male,High School,37413.0,3,RENT,PERSONAL,14.96,0.23,4.0,No,30,321500,893
23.0,male,Bachelor,34772.0,2,RENT,EDUCATION,6.03,0.25,2.0,No,30,307500,854
23.0,female,Bachelor,22871.0,0,RENT,VENTURE,11.34,0.39,3.0,No,30,321000,891
21.0,male,Associate,25013.0,0,RENT,MEDICAL,7.51,0.36,4.0,No,29,295000,847
22.0,male,Bachelor,26752.0,0,RENT,VENTURE,9.83,0.34,4.0,No,29,296000,850
22.0,female,High School,29659.0,3,RENT,PERSONAL,11.01,0.3,2.0,No,29,297500,854
25.0,male,Bachelor,31106.0,0,RENT,MEDICAL,11.49,0.29,2.0,No,27,274500,847
24.0,female,Bachelor,30741.0,3,RENT,MEDICAL,11.48,0.29,2.0,No,27,268000,827
22.0,male,Associate,31540.0,2,RENT,VENTURE,8.9,0.29,4.0,No,29,300000,862
22.0,male,Master,32245.0,1,RENT,MEDICAL,10.59,0.28,2.0,No,29,301000,864
22.0,male,Bachelor,31907.0,0,RENT,DEBTCONSOLIDATION,12.73,0.28,4.0,No,27,260000,802
24.0,male,Associate,32995.0,3,RENT,HOMEIMPROVEMENT,11.49,0.27,3.0,No,30,319500,887
21.0,male,High School,33101.0,0,RENT,MEDICAL,7.9,0.27,4.0,No,29,288500,829
26.0,female,High School,70693.0,6,MORTGAGE,MEDICAL,13.55,0.35,4.0,No,30,336000,933
23.0,male,Associate,70736.0,2,MORTGAGE,MEDICAL,11.97,0.1,3.0,No,30,313000,869
23.0,male,Bachelor,33367.0,4,RENT,PERSONAL,7.51,0.27,4.0,No,29,302000,867
23.0,male,Master,34208.0,0,RENT,VENTURE,13.98,0.26,3.0,No,29,297500,854
22.0,male,Bachelor,35572.0,0,RENT,MEDICAL,10.99,0.25,2.0,No,33,354500,895
22.0,male,Associate,37156.0,1,RENT,HOMEIMPROVEMENT,13.49,0.24,4.0,No,32,345500,899
25.0,female,High School,36659.0,1,RENT,DEBTCONSOLIDATION,17.58,0.25,4.0,No,31,336000,903
26.0,male,Master,36753.0,3,RENT,EDUCATION,5.99,0.24,2.0,No,31,339000,911
23.0,male,Associate,37326.0,0,RENT,MEDICAL,14.61,0.24,4.0,No,27,266500,822
21.0,male,Bachelor,41392.0,0,RENT,PERSONAL,11.86,0.22,4.0,No,31,326000,876
22.0,male,Associate,41458.0,2,RENT,PERSONAL,11.01,0.22,4.0,No,30,304500,845
26.0,female,Associate,42236.0,1,RENT,EDUCATION,6.62,0.21,2.0,No,31,340000,913
23.0,male,Bachelor,35477.0,0,RENT,EDUCATION,11.71,0.25,2.0,No,33,360000,909
